A,B,C,D,F
1.0,2013-01-02,1.0,3,foo_74055
1.0,2013-01-02,1.0,3,foo_74056
1.0,2013-01-02,1.0,3,foo_74057
1.0,2013-01-02,1.0,3,foo_74058
1.0,2013-01-02,1.0,3,foo_74059
1.0,2013-01-02,1.0,3,foo_74060
1.0,2013-01-02,1.0,3,foo_74061
1.0,2013-01-02,1.0,3,foo_74062
1.0,2013-01-02,1.0,3,foo_74063
1.0,2013-01-02,1.0,3,foo_74064
1.0,2013-01-02,1.0,3,foo_74065
1.0,2013-01-02,1.0,3,foo_74066
1.0,2013-01-02,1.0,3,foo_74067
1.0,2013-01-02,1.0,3,foo_74068
1.0,2013-01-02,1.0,3,foo_74069
1.0,2013-01-02,1.0,3,foo_74070
1.0,2013-01-02,1.0,3,foo_74071
1.0,2013-01-02,1.0,3,foo_74072
1.0,2013-01-02,1.0,3,foo_74073
1.0,2013-01-02,1.0,3,foo_74074
1.0,2013-01-02,1.0,3,foo_74075
1.0,2013-01-02,1.0,3,foo_74076
1.0,2013-01-02,1.0,3,foo_74077
1.0,2013-01-02,1.0,3,foo_74078
1.0,2013-01-02,1.0,3,foo_74079
1.0,2013-01-02,1.0,3,foo_74080
1.0,2013-01-02,1.0,3,foo_74081
1.0,2013-01-02,1.0,3,foo_74082
1.0,2013-01-02,1.0,3,foo_74083
1.0,2013-01-02,1.0,3,foo_74084
1.0,2013-01-02,1.0,3,foo_74085
1.0,2013-01-02,1.0,3,foo_74086
1.0,2013-01-02,1.0,3,foo_74087
1.0,2013-01-02,1.0,3,foo_74088
1.0,2013-01-02,1.0,3,foo_74089
1.0,2013-01-02,1.0,3,foo_74090
1.0,2013-01-02,1.0,3,foo_74091
1.0,2013-01-02,1.0,3,foo_74092
1.0,2013-01-02,1.0,3,foo_74093
1.0,2013-01-02,1.0,3,foo_74094
1.0,2013-01-02,1.0,3,foo_74095
1.0,2013-01-02,1.0,3,foo_74096
1.0,2013-01-02,1.0,3,foo_74097
1.0,2013-01-02,1.0,3,foo_74098
1.0,2013-01-02,1.0,3,foo_74099
1.0,2013-01-02,1.0,3,foo_74100
1.0,2013-01-02,1.0,3,foo_74101
1.0,2013-01-02,1.0,3,foo_74102
1.0,2013-01-02,1.0,3,foo_74103
1.0,2013-01-02,1.0,3,foo_74104
1.0,2013-01-02,1.0,3,foo_74105
1.0,2013-01-02,1.0,3,foo_74106
1.0,2013-01-02,1.0,3,foo_74107
1.0,2013-01-02,1.0,3,foo_74108
1.0,2013-01-02,1.0,3,foo_74109
1.0,2013-01-02,1.0,3,foo_74110
1.0,2013-01-02,1.0,3,foo_74111
1.0,2013-01-02,1.0,3,foo_74112
1.0,2013-01-02,1.0,3,foo_74113
1.0,2013-01-02,1.0,3,foo_74114
1.0,2013-01-02,1.0,3,foo_74115
1.0,2013-01-02,1.0,3,foo_74116
1.0,2013-01-02,1.0,3,foo_74117
1.0,2013-01-02,1.0,3,foo_74118
1.0,2013-01-02,1.0,3,foo_74119
1.0,2013-01-02,1.0,3,foo_74120
1.0,2013-01-02,1.0,3,foo_74121
1.0,2013-01-02,1.0,3,foo_74122
1.0,2013-01-02,1.0,3,foo_74123
1.0,2013-01-02,1.0,3,foo_74124
1.0,2013-01-02,1.0,3,foo_74125
1.0,2013-01-02,1.0,3,foo_74126
1.0,2013-01-02,1.0,3,foo_74127
1.0,2013-01-02,1.0,3,foo_74128
1.0,2013-01-02,1.0,3,foo_74129
1.0,2013-01-02,1.0,3,foo_74130
1.0,2013-01-02,1.0,3,foo_74131
1.0,2013-01-02,1.0,3,foo_74132
1.0,2013-01-02,1.0,3,foo_74133
1.0,2013-01-02,1.0,3,foo_74134
1.0,2013-01-02,1.0,3,foo_74135
1.0,2013-01-02,1.0,3,foo_74136
1.0,2013-01-02,1.0,3,foo_74137
1.0,2013-01-02,1.0,3,foo_74138
1.0,2013-01-02,1.0,3,foo_74139
1.0,2013-01-02,1.0,3,foo_74140
1.0,2013-01-02,1.0,3,foo_74141
1.0,2013-01-02,1.0,3,foo_74142
1.0,2013-01-02,1.0,3,foo_74143
1.0,2013-01-02,1.0,3,foo_74144
1.0,2013-01-02,1.0,3,foo_74145
1.0,2013-01-02,1.0,3,foo_74146
1.0,2013-01-02,1.0,3,foo_74147
1.0,2013-01-02,1.0,3,foo_74148
1.0,2013-01-02,1.0,3,foo_74149
1.0,2013-01-02,1.0,3,foo_74150
1.0,2013-01-02,1.0,3,foo_74151
1.0,2013-01-02,1.0,3,foo_74152
1.0,2013-01-02,1.0,3,foo_74153
1.0,2013-01-02,1.0,3,foo_74154
1.0,2013-01-02,1.0,3,foo_74155
1.0,2013-01-02,1.0,3,foo_74156
1.0,2013-01-02,1.0,3,foo_74157
1.0,2013-01-02,1.0,3,foo_74158
1.0,2013-01-02,1.0,3,foo_74159
1.0,2013-01-02,1.0,3,foo_74160
1.0,2013-01-02,1.0,3,foo_74161
1.0,2013-01-02,1.0,3,foo_74162
1.0,2013-01-02,1.0,3,foo_74163
1.0,2013-01-02,1.0,3,foo_74164
1.0,2013-01-02,1.0,3,foo_74165
1.0,2013-01-02,1.0,3,foo_74166
1.0,2013-01-02,1.0,3,foo_74167
1.0,2013-01-02,1.0,3,foo_74168
1.0,2013-01-02,1.0,3,foo_74169
1.0,2013-01-02,1.0,3,foo_74170
1.0,2013-01-02,1.0,3,foo_74171
1.0,2013-01-02,1.0,3,foo_74172
1.0,2013-01-02,1.0,3,foo_74173
1.0,2013-01-02,1.0,3,foo_74174
1.0,2013-01-02,1.0,3,foo_74175
1.0,2013-01-02,1.0,3,foo_74176
1.0,2013-01-02,1.0,3,foo_74177
1.0,2013-01-02,1.0,3,foo_74178
1.0,2013-01-02,1.0,3,foo_74179
1.0,2013-01-02,1.0,3,foo_74180
1.0,2013-01-02,1.0,3,foo_74181
1.0,2013-01-02,1.0,3,foo_74182
1.0,2013-01-02,1.0,3,foo_74183
1.0,2013-01-02,1.0,3,foo_74184
1.0,2013-01-02,1.0,3,foo_74185
1.0,2013-01-02,1.0,3,foo_74186
1.0,2013-01-02,1.0,3,foo_74187
1.0,2013-01-02,1.0,3,foo_74188
1.0,2013-01-02,1.0,3,foo_74189
1.0,2013-01-02,1.0,3,foo_74190
1.0,2013-01-02,1.0,3,foo_74191
1.0,2013-01-02,1.0,3,foo_74192
1.0,2013-01-02,1.0,3,foo_74193
1.0,2013-01-02,1.0,3,foo_74194
1.0,2013-01-02,1.0,3,foo_74195
1.0,2013-01-02,1.0,3,foo_74196
1.0,2013-01-02,1.0,3,foo_74197
1.0,2013-01-02,1.0,3,foo_74198
1.0,2013-01-02,1.0,3,foo_74199
1.0,2013-01-02,1.0,3,foo_74200
1.0,2013-01-02,1.0,3,foo_74201
1.0,2013-01-02,1.0,3,foo_74202
1.0,2013-01-02,1.0,3,foo_74203
1.0,2013-01-02,1.0,3,foo_74204
1.0,2013-01-02,1.0,3,foo_74205
1.0,2013-01-02,1.0,3,foo_74206
1.0,2013-01-02,1.0,3,foo_74207
1.0,2013-01-02,1.0,3,foo_74208
1.0,2013-01-02,1.0,3,foo_74209
1.0,2013-01-02,1.0,3,foo_74210
1.0,2013-01-02,1.0,3,foo_74211
1.0,2013-01-02,1.0,3,foo_74212
1.0,2013-01-02,1.0,3,foo_74213
1.0,2013-01-02,1.0,3,foo_74214
1.0,2013-01-02,1.0,3,foo_74215
1.0,2013-01-02,1.0,3,foo_74216
1.0,2013-01-02,1.0,3,foo_74217
1.0,2013-01-02,1.0,3,foo_74218
1.0,2013-01-02,1.0,3,foo_74219
1.0,2013-01-02,1.0,3,foo_74220
1.0,2013-01-02,1.0,3,foo_74221
1.0,2013-01-02,1.0,3,foo_74222
1.0,2013-01-02,1.0,3,foo_74223
1.0,2013-01-02,1.0,3,foo_74224
1.0,2013-01-02,1.0,3,foo_74225
1.0,2013-01-02,1.0,3,foo_74226
1.0,2013-01-02,1.0,3,foo_74227
1.0,2013-01-02,1.0,3,foo_74228
1.0,2013-01-02,1.0,3,foo_74229
1.0,2013-01-02,1.0,3,foo_74230
1.0,2013-01-02,1.0,3,foo_74231
1.0,2013-01-02,1.0,3,foo_74232
1.0,2013-01-02,1.0,3,foo_74233
1.0,2013-01-02,1.0,3,foo_74234
1.0,2013-01-02,1.0,3,foo_74235
1.0,2013-01-02,1.0,3,foo_74236
1.0,2013-01-02,1.0,3,foo_74237
1.0,2013-01-02,1.0,3,foo_74238
1.0,2013-01-02,1.0,3,foo_74239
1.0,2013-01-02,1.0,3,foo_74240
1.0,2013-01-02,1.0,3,foo_74241
1.0,2013-01-02,1.0,3,foo_74242
1.0,2013-01-02,1.0,3,foo_74243
1.0,2013-01-02,1.0,3,foo_74244
1.0,2013-01-02,1.0,3,foo_74245
1.0,2013-01-02,1.0,3,foo_74246
1.0,2013-01-02,1.0,3,foo_74247
1.0,2013-01-02,1.0,3,foo_74248
1.0,2013-01-02,1.0,3,foo_74249
1.0,2013-01-02,1.0,3,foo_74250
1.0,2013-01-02,1.0,3,foo_74251
1.0,2013-01-02,1.0,3,foo_74252
1.0,2013-01-02,1.0,3,foo_74253
1.0,2013-01-02,1.0,3,foo_74254
1.0,2013-01-02,1.0,3,foo_74255
1.0,2013-01-02,1.0,3,foo_74256
1.0,2013-01-02,1.0,3,foo_74257
1.0,2013-01-02,1.0,3,foo_74258
1.0,2013-01-02,1.0,3,foo_74259
1.0,2013-01-02,1.0,3,foo_74260
1.0,2013-01-02,1.0,3,foo_74261
1.0,2013-01-02,1.0,3,foo_74262
1.0,2013-01-02,1.0,3,foo_74263
1.0,2013-01-02,1.0,3,foo_74264
1.0,2013-01-02,1.0,3,foo_74265
1.0,2013-01-02,1.0,3,foo_74266
1.0,2013-01-02,1.0,3,foo_74267
1.0,2013-01-02,1.0,3,foo_74268
1.0,2013-01-02,1.0,3,foo_74269
1.0,2013-01-02,1.0,3,foo_74270
1.0,2013-01-02,1.0,3,foo_74271
1.0,2013-01-02,1.0,3,foo_74272
1.0,2013-01-02,1.0,3,foo_74273
1.0,2013-01-02,1.0,3,foo_74274
1.0,2013-01-02,1.0,3,foo_74275
1.0,2013-01-02,1.0,3,foo_74276
1.0,2013-01-02,1.0,3,foo_74277
1.0,2013-01-02,1.0,3,foo_74278
1.0,2013-01-02,1.0,3,foo_74279
1.0,2013-01-02,1.0,3,foo_74280
1.0,2013-01-02,1.0,3,foo_74281
1.0,2013-01-02,1.0,3,foo_74282
1.0,2013-01-02,1.0,3,foo_74283
1.0,2013-01-02,1.0,3,foo_74284
1.0,2013-01-02,1.0,3,foo_74285
1.0,2013-01-02,1.0,3,foo_74286
1.0,2013-01-02,1.0,3,foo_74287
1.0,2013-01-02,1.0,3,foo_74288
1.0,2013-01-02,1.0,3,foo_74289
1.0,2013-01-02,1.0,3,foo_74290
1.0,2013-01-02,1.0,3,foo_74291
1.0,2013-01-02,1.0,3,foo_74292
1.0,2013-01-02,1.0,3,foo_74293
1.0,2013-01-02,1.0,3,foo_74294
1.0,2013-01-02,1.0,3,foo_74295
1.0,2013-01-02,1.0,3,foo_74296
1.0,2013-01-02,1.0,3,foo_74297
1.0,2013-01-02,1.0,3,foo_74298
1.0,2013-01-02,1.0,3,foo_74299
1.0,2013-01-02,1.0,3,foo_74300
1.0,2013-01-02,1.0,3,foo_74301
1.0,2013-01-02,1.0,3,foo_74302
1.0,2013-01-02,1.0,3,foo_74303
1.0,2013-01-02,1.0,3,foo_74304
1.0,2013-01-02,1.0,3,foo_74305
1.0,2013-01-02,1.0,3,foo_74306
1.0,2013-01-02,1.0,3,foo_74307
1.0,2013-01-02,1.0,3,foo_74308
1.0,2013-01-02,1.0,3,foo_74309
1.0,2013-01-02,1.0,3,foo_74310
1.0,2013-01-02,1.0,3,foo_74311
1.0,2013-01-02,1.0,3,foo_74312
1.0,2013-01-02,1.0,3,foo_74313
1.0,2013-01-02,1.0,3,foo_74314
1.0,2013-01-02,1.0,3,foo_74315
1.0,2013-01-02,1.0,3,foo_74316
1.0,2013-01-02,1.0,3,foo_74317
1.0,2013-01-02,1.0,3,foo_74318
1.0,2013-01-02,1.0,3,foo_74319
1.0,2013-01-02,1.0,3,foo_74320
1.0,2013-01-02,1.0,3,foo_74321
1.0,2013-01-02,1.0,3,foo_74322
1.0,2013-01-02,1.0,3,foo_74323
1.0,2013-01-02,1.0,3,foo_74324
1.0,2013-01-02,1.0,3,foo_74325
1.0,2013-01-02,1.0,3,foo_74326
1.0,2013-01-02,1.0,3,foo_74327
1.0,2013-01-02,1.0,3,foo_74328
1.0,2013-01-02,1.0,3,foo_74329
1.0,2013-01-02,1.0,3,foo_74330
1.0,2013-01-02,1.0,3,foo_74331
1.0,2013-01-02,1.0,3,foo_74332
1.0,2013-01-02,1.0,3,foo_74333
1.0,2013-01-02,1.0,3,foo_74334
1.0,2013-01-02,1.0,3,foo_74335
1.0,2013-01-02,1.0,3,foo_74336
1.0,2013-01-02,1.0,3,foo_74337
1.0,2013-01-02,1.0,3,foo_74338
1.0,2013-01-02,1.0,3,foo_74339
1.0,2013-01-02,1.0,3,foo_74340
1.0,2013-01-02,1.0,3,foo_74341
1.0,2013-01-02,1.0,3,foo_74342
1.0,2013-01-02,1.0,3,foo_74343
1.0,2013-01-02,1.0,3,foo_74344
1.0,2013-01-02,1.0,3,foo_74345
1.0,2013-01-02,1.0,3,foo_74346
1.0,2013-01-02,1.0,3,foo_74347
1.0,2013-01-02,1.0,3,foo_74348
1.0,2013-01-02,1.0,3,foo_74349
1.0,2013-01-02,1.0,3,foo_74350
1.0,2013-01-02,1.0,3,foo_74351
1.0,2013-01-02,1.0,3,foo_74352
1.0,2013-01-02,1.0,3,foo_74353
1.0,2013-01-02,1.0,3,foo_74354
1.0,2013-01-02,1.0,3,foo_74355
1.0,2013-01-02,1.0,3,foo_74356
1.0,2013-01-02,1.0,3,foo_74357
1.0,2013-01-02,1.0,3,foo_74358
1.0,2013-01-02,1.0,3,foo_74359
1.0,2013-01-02,1.0,3,foo_74360
1.0,2013-01-02,1.0,3,foo_74361
1.0,2013-01-02,1.0,3,foo_74362
1.0,2013-01-02,1.0,3,foo_74363
1.0,2013-01-02,1.0,3,foo_74364
1.0,2013-01-02,1.0,3,foo_74365
1.0,2013-01-02,1.0,3,foo_74366
1.0,2013-01-02,1.0,3,foo_74367
1.0,2013-01-02,1.0,3,foo_74368
1.0,2013-01-02,1.0,3,foo_74369
1.0,2013-01-02,1.0,3,foo_74370
1.0,2013-01-02,1.0,3,foo_74371
1.0,2013-01-02,1.0,3,foo_74372
1.0,2013-01-02,1.0,3,foo_74373
1.0,2013-01-02,1.0,3,foo_74374
1.0,2013-01-02,1.0,3,foo_74375
1.0,2013-01-02,1.0,3,foo_74376
1.0,2013-01-02,1.0,3,foo_74377
1.0,2013-01-02,1.0,3,foo_74378
1.0,2013-01-02,1.0,3,foo_74379
1.0,2013-01-02,1.0,3,foo_74380
1.0,2013-01-02,1.0,3,foo_74381
1.0,2013-01-02,1.0,3,foo_74382
1.0,2013-01-02,1.0,3,foo_74383
1.0,2013-01-02,1.0,3,foo_74384
1.0,2013-01-02,1.0,3,foo_74385
1.0,2013-01-02,1.0,3,foo_74386
1.0,2013-01-02,1.0,3,foo_74387
1.0,2013-01-02,1.0,3,foo_74388
1.0,2013-01-02,1.0,3,foo_74389
1.0,2013-01-02,1.0,3,foo_74390
1.0,2013-01-02,1.0,3,foo_74391
1.0,2013-01-02,1.0,3,foo_74392
1.0,2013-01-02,1.0,3,foo_74393
1.0,2013-01-02,1.0,3,foo_74394
1.0,2013-01-02,1.0,3,foo_74395
1.0,2013-01-02,1.0,3,foo_74396
1.0,2013-01-02,1.0,3,foo_74397
1.0,2013-01-02,1.0,3,foo_74398
1.0,2013-01-02,1.0,3,foo_74399
1.0,2013-01-02,1.0,3,foo_74400
1.0,2013-01-02,1.0,3,foo_74401
1.0,2013-01-02,1.0,3,foo_74402
1.0,2013-01-02,1.0,3,foo_74403
1.0,2013-01-02,1.0,3,foo_74404
1.0,2013-01-02,1.0,3,foo_74405
1.0,2013-01-02,1.0,3,foo_74406
1.0,2013-01-02,1.0,3,foo_74407
1.0,2013-01-02,1.0,3,foo_74408
1.0,2013-01-02,1.0,3,foo_74409
1.0,2013-01-02,1.0,3,foo_74410
1.0,2013-01-02,1.0,3,foo_74411
1.0,2013-01-02,1.0,3,foo_74412
1.0,2013-01-02,1.0,3,foo_74413
1.0,2013-01-02,1.0,3,foo_74414
1.0,2013-01-02,1.0,3,foo_74415
1.0,2013-01-02,1.0,3,foo_74416
1.0,2013-01-02,1.0,3,foo_74417
1.0,2013-01-02,1.0,3,foo_74418
1.0,2013-01-02,1.0,3,foo_74419
1.0,2013-01-02,1.0,3,foo_74420
1.0,2013-01-02,1.0,3,foo_74421
1.0,2013-01-02,1.0,3,foo_74422
1.0,2013-01-02,1.0,3,foo_74423
1.0,2013-01-02,1.0,3,foo_74424
1.0,2013-01-02,1.0,3,foo_74425
1.0,2013-01-02,1.0,3,foo_74426
1.0,2013-01-02,1.0,3,foo_74427
1.0,2013-01-02,1.0,3,foo_74428
1.0,2013-01-02,1.0,3,foo_74429
1.0,2013-01-02,1.0,3,foo_74430
1.0,2013-01-02,1.0,3,foo_74431
1.0,2013-01-02,1.0,3,foo_74432
1.0,2013-01-02,1.0,3,foo_74433
1.0,2013-01-02,1.0,3,foo_74434
1.0,2013-01-02,1.0,3,foo_74435
1.0,2013-01-02,1.0,3,foo_74436
1.0,2013-01-02,1.0,3,foo_74437
1.0,2013-01-02,1.0,3,foo_74438
1.0,2013-01-02,1.0,3,foo_74439
1.0,2013-01-02,1.0,3,foo_74440
1.0,2013-01-02,1.0,3,foo_74441
1.0,2013-01-02,1.0,3,foo_74442
1.0,2013-01-02,1.0,3,foo_74443
1.0,2013-01-02,1.0,3,foo_74444
1.0,2013-01-02,1.0,3,foo_74445
1.0,2013-01-02,1.0,3,foo_74446
1.0,2013-01-02,1.0,3,foo_74447
1.0,2013-01-02,1.0,3,foo_74448
1.0,2013-01-02,1.0,3,foo_74449
1.0,2013-01-02,1.0,3,foo_74450
1.0,2013-01-02,1.0,3,foo_74451
1.0,2013-01-02,1.0,3,foo_74452
1.0,2013-01-02,1.0,3,foo_74453
1.0,2013-01-02,1.0,3,foo_74454
1.0,2013-01-02,1.0,3,foo_74455
1.0,2013-01-02,1.0,3,foo_74456
1.0,2013-01-02,1.0,3,foo_74457
1.0,2013-01-02,1.0,3,foo_74458
1.0,2013-01-02,1.0,3,foo_74459
1.0,2013-01-02,1.0,3,foo_74460
1.0,2013-01-02,1.0,3,foo_74461
1.0,2013-01-02,1.0,3,foo_74462
1.0,2013-01-02,1.0,3,foo_74463
1.0,2013-01-02,1.0,3,foo_74464
1.0,2013-01-02,1.0,3,foo_74465
1.0,2013-01-02,1.0,3,foo_74466
1.0,2013-01-02,1.0,3,foo_74467
1.0,2013-01-02,1.0,3,foo_74468
1.0,2013-01-02,1.0,3,foo_74469
1.0,2013-01-02,1.0,3,foo_74470
1.0,2013-01-02,1.0,3,foo_74471
1.0,2013-01-02,1.0,3,foo_74472
1.0,2013-01-02,1.0,3,foo_74473
1.0,2013-01-02,1.0,3,foo_74474
1.0,2013-01-02,1.0,3,foo_74475
1.0,2013-01-02,1.0,3,foo_74476
1.0,2013-01-02,1.0,3,foo_74477
1.0,2013-01-02,1.0,3,foo_74478
1.0,2013-01-02,1.0,3,foo_74479
1.0,2013-01-02,1.0,3,foo_74480
1.0,2013-01-02,1.0,3,foo_74481
1.0,2013-01-02,1.0,3,foo_74482
1.0,2013-01-02,1.0,3,foo_74483
1.0,2013-01-02,1.0,3,foo_74484
1.0,2013-01-02,1.0,3,foo_74485
1.0,2013-01-02,1.0,3,foo_74486
1.0,2013-01-02,1.0,3,foo_74487
1.0,2013-01-02,1.0,3,foo_74488
1.0,2013-01-02,1.0,3,foo_74489
1.0,2013-01-02,1.0,3,foo_74490
1.0,2013-01-02,1.0,3,foo_74491
1.0,2013-01-02,1.0,3,foo_74492
1.0,2013-01-02,1.0,3,foo_74493
1.0,2013-01-02,1.0,3,foo_74494
1.0,2013-01-02,1.0,3,foo_74495
1.0,2013-01-02,1.0,3,foo_74496
1.0,2013-01-02,1.0,3,foo_74497
1.0,2013-01-02,1.0,3,foo_74498
1.0,2013-01-02,1.0,3,foo_74499
1.0,2013-01-02,1.0,3,foo_74500
1.0,2013-01-02,1.0,3,foo_74501
1.0,2013-01-02,1.0,3,foo_74502
1.0,2013-01-02,1.0,3,foo_74503
1.0,2013-01-02,1.0,3,foo_74504
1.0,2013-01-02,1.0,3,foo_74505
1.0,2013-01-02,1.0,3,foo_74506
1.0,2013-01-02,1.0,3,foo_74507
1.0,2013-01-02,1.0,3,foo_74508
1.0,2013-01-02,1.0,3,foo_74509
1.0,2013-01-02,1.0,3,foo_74510
1.0,2013-01-02,1.0,3,foo_74511
1.0,2013-01-02,1.0,3,foo_74512
1.0,2013-01-02,1.0,3,foo_74513
1.0,2013-01-02,1.0,3,foo_74514
1.0,2013-01-02,1.0,3,foo_74515
1.0,2013-01-02,1.0,3,foo_74516
1.0,2013-01-02,1.0,3,foo_74517
1.0,2013-01-02,1.0,3,foo_74518
1.0,2013-01-02,1.0,3,foo_74519
1.0,2013-01-02,1.0,3,foo_74520
1.0,2013-01-02,1.0,3,foo_74521
1.0,2013-01-02,1.0,3,foo_74522
1.0,2013-01-02,1.0,3,foo_74523
1.0,2013-01-02,1.0,3,foo_74524
1.0,2013-01-02,1.0,3,foo_74525
1.0,2013-01-02,1.0,3,foo_74526
1.0,2013-01-02,1.0,3,foo_74527
1.0,2013-01-02,1.0,3,foo_74528
1.0,2013-01-02,1.0,3,foo_74529
1.0,2013-01-02,1.0,3,foo_74530
1.0,2013-01-02,1.0,3,foo_74531
1.0,2013-01-02,1.0,3,foo_74532
1.0,2013-01-02,1.0,3,foo_74533
1.0,2013-01-02,1.0,3,foo_74534
1.0,2013-01-02,1.0,3,foo_74535
1.0,2013-01-02,1.0,3,foo_74536
1.0,2013-01-02,1.0,3,foo_74537
1.0,2013-01-02,1.0,3,foo_74538
1.0,2013-01-02,1.0,3,foo_74539
1.0,2013-01-02,1.0,3,foo_74540
1.0,2013-01-02,1.0,3,foo_74541
1.0,2013-01-02,1.0,3,foo_74542
1.0,2013-01-02,1.0,3,foo_74543
1.0,2013-01-02,1.0,3,foo_74544
1.0,2013-01-02,1.0,3,foo_74545
1.0,2013-01-02,1.0,3,foo_74546
1.0,2013-01-02,1.0,3,foo_74547
1.0,2013-01-02,1.0,3,foo_74548
1.0,2013-01-02,1.0,3,foo_74549
1.0,2013-01-02,1.0,3,foo_74550
1.0,2013-01-02,1.0,3,foo_74551
1.0,2013-01-02,1.0,3,foo_74552
1.0,2013-01-02,1.0,3,foo_74553
1.0,2013-01-02,1.0,3,foo_74554
1.0,2013-01-02,1.0,3,foo_74555
1.0,2013-01-02,1.0,3,foo_74556
1.0,2013-01-02,1.0,3,foo_74557
1.0,2013-01-02,1.0,3,foo_74558
1.0,2013-01-02,1.0,3,foo_74559
1.0,2013-01-02,1.0,3,foo_74560
1.0,2013-01-02,1.0,3,foo_74561
1.0,2013-01-02,1.0,3,foo_74562
1.0,2013-01-02,1.0,3,foo_74563
1.0,2013-01-02,1.0,3,foo_74564
1.0,2013-01-02,1.0,3,foo_74565
1.0,2013-01-02,1.0,3,foo_74566
1.0,2013-01-02,1.0,3,foo_74567
1.0,2013-01-02,1.0,3,foo_74568
1.0,2013-01-02,1.0,3,foo_74569
1.0,2013-01-02,1.0,3,foo_74570
1.0,2013-01-02,1.0,3,foo_74571
1.0,2013-01-02,1.0,3,foo_74572
1.0,2013-01-02,1.0,3,foo_74573
1.0,2013-01-02,1.0,3,foo_74574
1.0,2013-01-02,1.0,3,foo_74575
1.0,2013-01-02,1.0,3,foo_74576
1.0,2013-01-02,1.0,3,foo_74577
1.0,2013-01-02,1.0,3,foo_74578
1.0,2013-01-02,1.0,3,foo_74579
1.0,2013-01-02,1.0,3,foo_74580
1.0,2013-01-02,1.0,3,foo_74581
1.0,2013-01-02,1.0,3,foo_74582
1.0,2013-01-02,1.0,3,foo_74583
1.0,2013-01-02,1.0,3,foo_74584
1.0,2013-01-02,1.0,3,foo_74585
1.0,2013-01-02,1.0,3,foo_74586
1.0,2013-01-02,1.0,3,foo_74587
1.0,2013-01-02,1.0,3,foo_74588
1.0,2013-01-02,1.0,3,foo_74589
1.0,2013-01-02,1.0,3,foo_74590
1.0,2013-01-02,1.0,3,foo_74591
1.0,2013-01-02,1.0,3,foo_74592
1.0,2013-01-02,1.0,3,foo_74593
1.0,2013-01-02,1.0,3,foo_74594
1.0,2013-01-02,1.0,3,foo_74595
1.0,2013-01-02,1.0,3,foo_74596
1.0,2013-01-02,1.0,3,foo_74597
1.0,2013-01-02,1.0,3,foo_74598
1.0,2013-01-02,1.0,3,foo_74599
1.0,2013-01-02,1.0,3,foo_74600
1.0,2013-01-02,1.0,3,foo_74601
1.0,2013-01-02,1.0,3,foo_74602
1.0,2013-01-02,1.0,3,foo_74603
1.0,2013-01-02,1.0,3,foo_74604
1.0,2013-01-02,1.0,3,foo_74605
1.0,2013-01-02,1.0,3,foo_74606
1.0,2013-01-02,1.0,3,foo_74607
1.0,2013-01-02,1.0,3,foo_74608
1.0,2013-01-02,1.0,3,foo_74609
1.0,2013-01-02,1.0,3,foo_74610
1.0,2013-01-02,1.0,3,foo_74611
1.0,2013-01-02,1.0,3,foo_74612
1.0,2013-01-02,1.0,3,foo_74613
1.0,2013-01-02,1.0,3,foo_74614
1.0,2013-01-02,1.0,3,foo_74615
1.0,2013-01-02,1.0,3,foo_74616
1.0,2013-01-02,1.0,3,foo_74617
1.0,2013-01-02,1.0,3,foo_74618
1.0,2013-01-02,1.0,3,foo_74619
1.0,2013-01-02,1.0,3,foo_74620
1.0,2013-01-02,1.0,3,foo_74621
1.0,2013-01-02,1.0,3,foo_74622
1.0,2013-01-02,1.0,3,foo_74623
1.0,2013-01-02,1.0,3,foo_74624
1.0,2013-01-02,1.0,3,foo_74625
1.0,2013-01-02,1.0,3,foo_74626
1.0,2013-01-02,1.0,3,foo_74627
1.0,2013-01-02,1.0,3,foo_74628
1.0,2013-01-02,1.0,3,foo_74629
1.0,2013-01-02,1.0,3,foo_74630
1.0,2013-01-02,1.0,3,foo_74631
1.0,2013-01-02,1.0,3,foo_74632
1.0,2013-01-02,1.0,3,foo_74633
1.0,2013-01-02,1.0,3,foo_74634
1.0,2013-01-02,1.0,3,foo_74635
1.0,2013-01-02,1.0,3,foo_74636
1.0,2013-01-02,1.0,3,foo_74637
1.0,2013-01-02,1.0,3,foo_74638
1.0,2013-01-02,1.0,3,foo_74639
1.0,2013-01-02,1.0,3,foo_74640
1.0,2013-01-02,1.0,3,foo_74641
1.0,2013-01-02,1.0,3,foo_74642
1.0,2013-01-02,1.0,3,foo_74643
1.0,2013-01-02,1.0,3,foo_74644
1.0,2013-01-02,1.0,3,foo_74645
1.0,2013-01-02,1.0,3,foo_74646
1.0,2013-01-02,1.0,3,foo_74647
1.0,2013-01-02,1.0,3,foo_74648
1.0,2013-01-02,1.0,3,foo_74649
1.0,2013-01-02,1.0,3,foo_74650
1.0,2013-01-02,1.0,3,foo_74651
1.0,2013-01-02,1.0,3,foo_74652
1.0,2013-01-02,1.0,3,foo_74653
1.0,2013-01-02,1.0,3,foo_74654
1.0,2013-01-02,1.0,3,foo_74655
1.0,2013-01-02,1.0,3,foo_74656
1.0,2013-01-02,1.0,3,foo_74657
1.0,2013-01-02,1.0,3,foo_74658
1.0,2013-01-02,1.0,3,foo_74659
1.0,2013-01-02,1.0,3,foo_74660
1.0,2013-01-02,1.0,3,foo_74661
1.0,2013-01-02,1.0,3,foo_74662
